Genes,293GFPnoIR1_S1,293GFPnoIR2_S2,293GFPnoIR3_S3,293HATertnoIR1_S4,293HATertnoIR2_S5,293HATertnoIR3_S6,293GFPIR1_S7,293GFPIR2_S8,293GFPIR3_S9,293HATertIR1_S10,293HATertIR2_S11,293HATertIR3_S12
FAM182A,10,5,8,2,4,3,5,3,2,2,0,1
AL078587.1,0,0,0,0,0,0,0,0,0,0,2,0
AL078587.2,36,41,50,45,74,47,35,70,35,45,14,10
AL391119.1,0,0,0,0,0,0,0,0,0,0,0,0
AL121904.2,0,1,0,0,0,0,0,0,0,0,0,0
MIR663AHG,0,0,2,0,3,2,0,0,0,0,0,1
AL121904.1,0,0,0,0,0,0,0,0,0,0,0,0
FAM242B,0,0,0,0,0,0,0,0,0,0,0,0
LINC01597,46,81,95,67,126,90,93,149,105,85,44,36
AL121762.1,0,4,0,0,0,0,0,0,0,0,0,0
AL121762.2,0,0,0,0,0,0,0,0,0,0,0,1
FAM242A,0,0,1,0,0,0,0,2,0,0,0,0
DEFB115,0,0,0,0,0,0,0,0,0,0,0,0
DEFB116,0,0,0,0,0,0,0,0,0,0,0,0
DEFB118,0,0,0,0,0,0,0,0,0,0,0,0
DEFB119,0,0,0,0,0,0,0,0,0,0,0,0
DEFB121,0,0,0,0,0,0,0,0,0,0,0,0
DEFB123,0,0,0,0,0,0,0,0,0,0,0,0
DEFB124,0,0,2,0,0,0,0,0,0,0,4,0
REM1,0,0,0,0,4,0,0,0,2,0,0,0
LINC00028,0,0,0,0,0,0,0,0,0,0,0,0
HM13,4149,5359,8871,7166,11368,6305,6366,8228,3829,5323,2568,1729
AL110115.1,0,0,3,4,0,7,0,3,4,3,1,1
MCTS2P,0,0,0,0,0,0,0,0,0,0,0,0
HM13-IT1,4,18,29,28,32,31,18,19,11,18,4,3
HM13-AS1,1,1,3,1,3,2,3,3,2,3,2,0
AL110115.2,0,2,0,0,1,0,0,1,0,0,0,0
ID1,254,306,401,320,494,250,291,399,114,198,74,50
COX4I2,0,0,0,0,0,0,0,0,0,0,0,0
BCL2L1,528,668,982,865,1342,793,830,1091,478,699,342,242
AL117381.1,0,0,0,0,1,0,0,1,0,0,0,0
ABALON,18,17,33,18,41,8,27,25,8,19,3,2
TPX2,6641,7951,13244,11100,17664,11036,11348,15122,7967,9648,4937,3701
MYLK2,18,27,48,27,78,26,45,32,16,28,12,4
FOXS1,2,0,2,2,2,0,0,2,0,0,0,0
DUSP15,79,103,157,101,175,133,96,88,63,67,16,24
TTLL9,11,15,10,8,10,0,12,14,7,7,6,0
PDRG1,1075,1342,1987,1580,2357,1313,1153,1384,639,927,392,311
XKR7,2,10,8,10,16,2,2,8,8,10,4,2
AL031658.2,0,0,2,0,0,0,0,0,4,0,0,2
AL031658.1,3,4,2,4,12,2,10,18,2,14,2,5
CCM2L,16,9,13,12,22,10,10,16,16,20,4,6
HCK,1,0,0,0,1,0,4,0,0,0,0,0
TM9SF4,2384,2737,4682,3497,5689,3303,3371,4056,2080,2104,1342,952
AL049539.1,9,16,6,8,10,5,13,10,9,11,3,0
PLAGL2,2050,2251,4460,3671,5960,3095,3506,4051,2243,2450,1481,873
POFUT1,2568,3046,5053,4009,6302,3849,3601,4271,2321,2679,1342,1036
AL121897.1,0,0,0,0,4,0,0,2,0,0,0,0
KIF3B,1852,2021,3423,2824,4583,2688,2659,3198,1581,1740,941,662
AL121583.1,2,4,2,0,5,0,3,7,0,2,2,0
ASXL1,3625,3985,7426,5463,8722,5607,5266,6347,3133,3516,2016,1298
NOL4L,334,482,702,507,924,646,568,766,434,473,268,175
AL034550.1,1,1,16,2,10,4,3,11,5,0,1,0
AL034550.3,3,5,9,0,8,3,13,11,6,1,5,0
AL034550.2,0,0,2,0,0,4,0,0,0,0,0,0
AL133343.2,0,0,0,0,0,0,0,0,0,1,0,0
NOL4L-DT,0,0,0,0,0,0,0,0,0,0,0,0
AL133343.1,0,0,0,0,1,0,0,0,0,0,0,0
C20orf203,0,2,0,0,2,8,1,0,0,4,0,0
COMMD7,856,1185,1667,1315,2057,1276,1268,1605,799,1091,412,369
DNMT3B,1879,1930,4052,3104,5119,3001,2985,3766,1855,1952,1223,805
MAPRE1,6271,6546,11879,10527,16347,9630,8469,10209,5049,6445,3093,2344
AL035071.2,1,1,1,0,5,6,2,0,1,0,0,1
AL035071.1,91,82,126,141,220,151,120,178,87,101,45,32
EFCAB8,3,2,8,2,0,5,4,11,9,2,0,0
SUN5,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB2,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB6,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB3,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB4,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA2,0,0,0,0,0,0,0,0,0,0,0,0
AL121901.1,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA3,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA1,1,0,0,0,0,0,0,0,0,0,0,0
BPIFB1,0,0,0,0,2,0,0,0,0,0,0,0
CDK5RAP1,1421,1753,2553,2169,3218,2007,1939,2444,1204,1554,660,534
SNTA1,1052,1290,1954,1145,2189,1348,1132,1534,735,856,332,273
CBFA2T2,835,904,1634,1110,1765,1119,1167,1284,789,872,416,313
AL121906.2,12,23,17,31,39,13,9,16,2,4,12,4
NECAB3,787,1012,1528,989,1451,970,874,1132,510,638,294,182
C20orf144,7,13,14,7,22,11,10,39,11,4,8,4
ACTL10,8,8,4,5,4,6,8,9,0,4,0,0
AL121906.1,11,3,2,5,5,3,8,6,4,5,1,0
E2F1,2454,3036,4530,3310,5276,3465,3337,3943,1838,2169,1014,660
PXMP4,218,257,378,276,400,246,221,256,179,144,76,66
AL050349.1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF341,182,234,317,261,428,263,282,368,185,211,84,71
ZNF341-AS1,0,0,0,0,1,0,0,0,0,0,0,0
CHMP4B,2622,3355,5059,4155,6412,4272,4511,6735,3087,3967,1954,1529
RALY-AS1,87,119,176,120,189,120,91,171,83,103,35,30
RALY,3900,4914,7770,5888,9729,5934,5302,7262,3638,4400,1999,1614
AL031668.1,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S2,5681,6668,10277,8454,13588,9414,9378,14608,7161,9473,5023,3968
AL031668.2,1,3,9,4,7,2,12,4,8,2,4,0
ASIP,4,3,8,2,13,4,3,2,4,3,1,0
AL035458.2,3,5,12,1,6,8,11,21,6,4,1,1
AHCY,10576,13299,19874,14581,23451,14047,13287,17319,8411,10583,5182,3855
AL356299.2,9,15,22,16,30,8,11,17,6,9,3,2
ITCH,2318,2019,4527,3547,5412,3510,3524,4114,2203,2262,1280,990
ITCH-AS1,0,1,0,0,0,0,0,0,0,0,0,0
ITCH-IT1,0,0,0,0,0,0,0,0,0,0,0,0
AL109923.1,2,0,1,0,5,0,2,1,1,0,0,0
DYNLRB1,427,584,890,713,1151,657,573,967,414,645,335,221
MAP1LC3A,0,5,3,0,4,0,1,0,3,0,1,2
PIGU,898,917,1672,1292,2049,1222,1242,1806,827,1129,572,411
NCOA6,1789,2172,3992,3314,5773,3029,3358,4418,2497,2487,1851,1191
TP53INP2,340,419,705,511,982,609,631,864,412,511,274,176
AL109824.1,0,0,2,0,0,1,1,0,0,0,0,0
GGT7,1500,1709,2717,1752,2849,1832,1639,1888,931,1017,511,298
ACSS2,628,837,1306,886,1540,883,949,1141,607,711,314,264
GSS,2518,2939,4395,2846,4840,3206,2931,3909,1634,2284,924,786
MYH7B,19,31,24,20,50,36,30,36,17,13,6,4
TRPC4AP,3344,3983,6298,4522,7110,4362,3815,4390,2101,2398,1124,883
EDEM2,590,673,1069,822,1320,738,696,759,398,636,257,172
PROCR,517,657,887,488,1019,589,545,790,349,403,229,181
AL356652.1,1,0,0,0,2,0,0,0,0,0,0,0
MMP24OS,1060,1370,2069,1623,2632,1678,1737,2478,1129,1634,714,517
MMP24,12,16,36,25,35,23,24,46,18,14,7,6
EIF6,2887,3721,6079,4339,6965,3758,3403,3934,1770,2328,950,653
FAM83C-AS1,1,8,7,9,7,0,0,1,3,1,1,2
FAM83C,0,0,2,2,4,0,0,0,0,0,0,2
UQCC1,2186,2245,3943,3064,4597,2758,2631,3243,1679,1872,888,758
GDF5OS,0,0,0,0,0,0,0,0,0,0,0,0
GDF5,0,3,6,1,5,0,2,2,0,0,0,0
CEP250,2342,2743,4543,3409,5730,3733,4034,5342,3181,2979,1640,1142
FO393401.1,0,0,4,1,1,2,0,3,0,0,0,0
C20orf173,1,0,0,0,0,0,0,1,0,0,0,0
ERGIC3,5348,7065,10131,6996,12048,7006,6811,8948,4412,5829,2458,1934
SPAG4,145,202,281,124,195,145,144,186,89,125,67,37
CPNE1,2237,2901,4480,3057,5010,3081,2898,3582,1788,2231,1074,753
RBM12,5055,5137,10498,9463,13792,7494,8157,10131,5625,6253,4025,2594
NFS1,1404,1712,3003,2172,3648,2033,2016,2816,1365,1613,758,635
ROMO1,2074,2936,3367,2012,3679,2264,1829,2839,1422,2047,892,659
RBM39,9684,9783,18671,16179,23102,15774,15618,19778,10003,11456,6062,4782
PHF20,1698,1737,3401,2286,3728,2380,2492,2998,1480,1554,848,616
SCAND1,1321,1745,2088,1482,2326,1295,1244,1450,577,861,329,246
CNBD2,12,9,15,18,32,16,11,21,16,13,8,11
NORAD,5590,4770,11211,8216,11730,9294,8732,10718,5845,5264,2970,2516
AL035420.1,0,0,0,2,1,0,1,0,0,5,0,0
AL035420.3,3,0,4,10,7,3,1,2,1,1,0,2
AL035420.2,0,0,0,0,0,0,0,0,0,0,0,0
EPB41L1,1283,1715,2783,1986,3580,2230,2285,3325,1659,1881,1068,603
AL121895.1,0,2,0,0,4,3,2,2,0,2,0,0
AL121895.2,0,0,0,0,1,0,0,6,0,2,2,2
AAR2,1509,1698,2980,2470,3626,2053,1756,2017,969,1196,521,390
DLGAP4,601,677,1229,1047,1825,1072,1097,1377,809,893,546,328
DLGAP4-AS1,23,21,35,28,47,14,15,43,15,16,5,6
MYL9,0,0,0,0,1,0,2,0,1,0,0,0
TGIF2,1912,2354,3661,2842,4459,2698,2538,2868,1520,1950,873,617
RAB5IF,2534,3220,4861,4084,6291,3612,3405,4245,1769,2169,969,759
SLA2,2,0,8,4,4,6,0,0,6,3,2,0
NDRG3,1917,2158,3591,2835,4539,2736,2786,3996,1974,2123,1472,875
DSN1,1825,2038,3321,2424,3573,2352,2291,2653,1295,1622,735,580
SOGA1,821,1003,1708,1330,2259,1460,1400,1662,894,887,549,332
TLDC2,2,1,1,2,6,5,10,10,6,4,1,10
SAMHD1,1948,2214,4202,3873,5763,3376,3238,3874,1981,2131,1322,938
RBL1,810,804,1863,1448,1945,1529,1448,1589,886,885,550,381
AL136172.1,4,12,25,19,33,12,13,16,14,17,4,1
MROH8,30,42,46,47,50,46,30,43,22,18,16,4
RPN2,8682,9718,16777,13065,20571,12129,11716,14859,6982,8911,4418,3342
GHRH,0,0,0,0,0,0,0,0,0,0,0,0
MANBAL,987,1264,2077,1640,2647,1527,1583,1933,1038,1267,596,430
AL034422.1,0,1,0,0,3,0,1,2,0,0,2,0
SRC,1150,1281,2316,1583,2658,1660,1518,2019,901,1098,573,364
BLCAP,1548,1831,2846,2410,3717,2050,2214,2528,1158,1486,681,501
NNAT,13,21,38,34,53,22,35,31,17,17,10,11
AL109614.1,13,4,18,7,21,19,5,4,5,3,3,4
LINC01746,0,0,0,0,0,0,0,0,0,0,0,0
LINC00489,0,0,0,0,0,0,0,0,0,0,0,0
AL162293.1,0,0,0,0,0,0,0,0,0,0,0,0
CTNNBL1,1458,1926,3029,2762,3796,2230,2195,3152,1506,1892,876,676
VSTM2L,65,70,124,122,222,94,80,106,40,112,42,30
TTI1,1344,1532,2970,2200,3586,2117,1906,2413,1243,1428,694,581
RPRD1B,1594,1681,3063,2548,3858,2363,2298,2899,1340,1696,906,659
AL031651.1,0,0,0,0,2,0,2,3,0,0,0,0
TGM2,86,120,189,138,247,150,104,178,74,92,54,32
KIAA1755,0,3,0,0,2,0,2,2,1,0,0,0
AL031651.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359555.4,0,0,0,0,0,0,0,0,0,0,0,0
AL359555.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359555.1,1,0,0,0,0,0,0,0,0,0,0,1
BPI,0,0,0,0,0,0,0,0,0,0,0,0
LBP,2,0,0,2,4,2,1,4,1,2,2,0
AL391095.2,0,0,1,0,0,0,0,0,0,0,0,0
AL391095.1,27,18,46,58,46,34,22,31,8,15,12,5
AL391095.3,4,1,15,10,17,23,4,12,4,8,6,1
SNHG17,1516,2129,3089,2430,3474,2254,2302,2385,1326,1671,677,509
SNHG11,522,622,868,586,970,594,554,730,337,508,152,126
RALGAPB,2510,2430,4937,4033,5887,3629,3713,4227,2439,2292,1583,1015
ADIG,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP40,5,14,28,10,17,13,7,10,5,10,4,0
SLC32A1,0,0,2,0,0,2,2,4,0,0,0,0
ACTR5,624,794,1164,978,1558,811,747,815,386,501,234,172
PPP1R16B,256,266,552,318,600,342,308,358,162,201,136,98
FAM83D,1310,1315,2660,1976,3159,1612,1591,1859,1056,1194,557,416
AL023803.2,6,9,12,4,16,8,9,6,0,4,4,0
AL023803.1,13,4,7,6,22,6,8,6,4,4,4,0
DHX35,541,612,979,823,1228,840,704,765,385,457,248,168
AL023803.3,8,12,0,6,21,5,4,14,1,6,4,2
LINC01734,0,0,0,0,0,0,0,0,0,0,0,0
AL035251.1,0,0,0,0,0,0,0,0,0,0,0,0
AL132981.1,0,0,0,0,0,0,0,0,0,0,0,0
AL118523.1,0,0,0,2,0,0,0,0,2,0,0,0
LINC01370,0,0,0,0,0,0,0,0,0,0,0,0
AL133419.1,0,0,0,0,0,0,0,0,0,0,0,0
AL009050.1,0,0,0,0,0,0,0,0,0,0,0,0
MAFB,268,251,504,332,470,334,350,528,250,254,110,98
AL035665.1,2,0,0,2,0,0,0,0,0,0,0,2
AL035665.2,0,0,0,0,0,0,0,0,0,0,0,0
TOP1,5118,5423,10851,10289,14760,9054,9701,12799,6644,7302,5154,3262
PLCG1-AS1,35,16,62,43,65,26,23,67,33,40,23,7
PLCG1,3985,4657,7617,5690,9230,5921,5486,6807,3428,3648,2024,1525
ZHX3,902,1041,1956,1534,2437,1682,1438,1753,942,954,582,367
LPIN3,557,628,1065,763,1227,901,688,1043,494,527,219,174
EMILIN3,753,807,1426,818,1521,833,930,1025,481,485,238,196
CHD6,2003,1820,4047,2883,4453,3006,2844,3597,2001,1764,1285,877
AL031667.3,4,0,9,1,8,4,2,7,6,0,4,2
AL049812.2,0,0,0,0,0,0,0,0,0,0,0,0
AL049812.3,0,0,0,0,0,0,0,0,0,0,0,0
PTPRT,0,0,2,0,0,0,0,0,0,0,0,2
AL031656.1,0,0,0,0,0,0,0,0,0,0,0,0
AL031676.1,0,0,0,0,0,0,0,0,0,0,0,0
AL021395.1,0,0,0,0,0,0,0,0,0,0,0,0
SRSF6,6445,6626,13375,12429,17594,10460,11282,12376,6535,7603,3554,2795
L3MBTL1,551,657,1013,739,1134,873,759,809,502,405,240,148
Z98752.1,0,0,0,0,0,0,0,0,0,0,0,0
SGK2,10,13,32,6,21,19,25,30,16,8,4,11
Z98752.4,2,8,2,6,14,14,4,6,10,5,2,0
IFT52,1299,1408,2408,1847,2804,1791,1662,1939,1026,1129,550,417
MYBL2,7304,9411,14550,11358,19652,11390,12101,15355,7785,9245,4364,3262
GTSF1L,0,0,0,0,0,0,0,0,0,0,0,0
LINC01728,0,0,0,0,0,0,0,0,0,0,0,0
TOX2,190,259,431,260,403,347,361,438,208,265,160,98
JPH2,0,2,0,0,0,0,2,8,0,0,0,0
AL035447.1,0,0,0,0,2,0,0,0,0,0,0,0
OSER1,927,1033,1579,1271,1847,1219,1294,1561,808,1082,532,343
OSER1-DT,147,162,259,130,229,177,149,203,109,116,44,51
GDAP1L1,2,0,4,5,8,6,7,6,2,8,4,2
FITM2,394,502,788,538,966,592,512,723,331,472,201,169
R3HDML,0,0,0,0,0,0,0,0,0,0,0,0
AL117382.1,0,0,0,0,0,0,0,0,0,0,0,0
HNF4A,0,0,0,0,2,7,0,3,0,0,0,0
HNF4A-AS1,0,0,2,0,0,0,0,0,0,0,0,0
AL117382.2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01620,0,0,0,0,0,0,0,2,0,1,1,0
TTPAL,859,926,1772,1531,2210,1189,1087,1225,636,726,376,277
SERINC3,2912,3002,5362,4209,6662,4440,4547,5882,3093,3410,1821,1407
PKIG,456,534,928,690,1192,725,844,1091,501,696,285,239
ADA,780,818,1221,806,1289,805,720,1047,428,603,246,226
LINC01260,4,12,18,3,14,11,16,9,13,0,0,2
KCNK15-AS1,30,33,43,37,48,46,29,61,29,21,9,14
CCN5,6,7,6,1,6,6,4,2,4,2,0,0
KCNK15,18,16,25,10,20,18,23,30,12,9,11,4
AL118522.1,4,1,0,0,7,5,2,10,0,4,0,0
RIMS4,1455,1875,3143,2336,3565,2152,2025,2177,927,1121,502,398
AL008725.1,0,1,0,0,0,0,1,2,0,4,0,0
YWHAB,8531,9064,16959,14399,21570,13022,12915,15973,8553,10409,5710,4080
PABPC1L,1137,1488,2130,1687,2326,1778,1593,2011,1223,1104,554,391
TOMM34,2337,2777,4187,3781,6828,3589,3118,4358,2076,3650,1740,1149
STK4-AS1,12,6,12,8,20,28,6,6,14,12,4,3
STK4,2772,2591,5127,4024,6438,4168,4044,4917,2667,2535,1489,1284
KCNS1,6,9,8,3,18,8,16,16,4,2,0,4
WFDC5,0,0,0,0,0,0,0,2,0,0,0,0
WFDC12,0,0,0,0,0,0,0,0,0,0,0,0
PI3,0,0,0,0,0,0,0,2,0,0,0,0
SEMG1,0,0,0,0,0,0,0,0,0,0,0,0
SEMG2,0,0,0,0,0,0,0,0,0,0,0,0
SLPI,0,0,0,0,0,0,0,0,0,0,0,0
MATN4,10,21,3,12,19,19,9,10,10,4,6,0
RBPJL,2,2,6,0,2,1,2,0,0,2,0,0
SDC4,549,581,992,737,1065,767,768,872,450,556,269,195
AL021578.1,2,3,4,5,0,0,4,0,0,0,0,0
SYS1,651,894,1329,1046,1715,1003,937,1032,523,635,290,218
TP53TG5,28,36,47,28,61,33,27,29,15,15,8,7
DBNDD2,1225,1483,2196,1590,2626,1573,1559,2036,972,1234,539,371
PIGT,2601,3116,4930,4074,7089,3907,4107,5459,2743,3861,1829,1305
AL031663.3,2,4,0,0,4,0,0,2,4,2,0,0
WFDC2,8,2,14,10,12,6,8,8,4,6,6,0
AL031663.2,0,0,0,0,0,0,0,0,0,0,0,0
SPINT3,0,0,0,0,0,0,0,0,0,0,0,0
WFDC6,0,0,0,0,0,0,0,0,0,0,0,0
EPPIN,0,0,0,0,0,0,0,0,0,0,0,0
WFDC8,0,0,0,0,0,0,0,0,0,0,0,0
WFDC9,0,0,0,0,0,0,0,0,0,0,0,0
WFDC10A,0,0,0,0,0,0,0,0,0,0,0,0
WFDC11,0,0,0,0,0,0,0,0,0,0,0,0
WFDC10B,0,0,0,0,0,0,0,0,0,0,0,0
WFDC13,1,0,0,0,0,0,1,0,0,0,0,0
SPINT4,0,0,0,0,0,0,0,0,0,0,0,0
WFDC3,3,4,18,2,9,13,2,21,4,8,1,0
DNTTIP1,1329,1758,2830,2302,3527,2264,2137,2829,1317,1757,747,638
UBE2C,3553,4682,7125,6382,10260,5595,5240,7156,3269,4898,2142,1614
TNNC2,8,5,5,7,10,0,4,15,9,6,6,0
SNX21,321,345,594,382,657,431,452,480,267,267,150,97
ACOT8,578,763,947,720,1151,677,691,906,478,513,226,197
ZSWIM3,100,185,266,236,325,178,149,176,100,120,60,39
ZSWIM1,465,584,898,795,1382,768,771,969,575,632,392,241
SPATA25,33,31,33,23,57,26,18,29,14,9,11,12
NEURL2,9,22,16,18,23,21,12,14,6,3,0,0
CTSA,1295,1655,2625,2652,3912,2245,2237,2820,1414,1664,840,568
AL008726.1,2,1,4,1,3,4,1,1,1,0,3,0
PLTP,908,993,1568,1014,1820,1018,965,1416,656,760,402,254
AL162458.1,105,134,215,148,220,178,138,173,83,98,64,51
PCIF1,1122,1359,2034,1269,2396,1426,1350,1887,936,1161,498,425
ZNF335,912,1031,1820,1459,2295,1370,1416,1413,708,705,408,282
MMP9,2,2,9,3,15,9,4,5,1,2,3,0
SLC12A5-AS1,24,11,38,12,47,23,16,31,21,16,11,5
SLC12A5,43,57,58,55,122,71,51,105,66,128,65,32
NCOA5,1583,1952,3233,3153,4607,2525,2862,3455,1656,1840,936,793
CD40,185,159,315,179,330,208,178,242,135,134,67,48
AL031687.1,0,0,0,0,0,0,0,0,0,0,0,0
CDH22,8,16,21,10,20,18,8,32,8,13,6,2
SLC35C2,1541,1779,2637,2105,3103,1885,1703,1985,1040,1129,513,367
AL133227.1,13,14,36,23,52,24,28,28,15,26,4,11
ELMO2,1068,1146,1973,1517,2466,1426,1342,1920,970,1143,586,341
ZNF334,0,1,3,0,2,0,0,2,0,0,0,0
OCSTAMP,0,1,0,0,2,0,0,0,0,0,0,0
SLC13A3,238,289,469,323,616,371,301,370,189,219,116,75
AL133520.1,37,42,67,52,89,58,43,93,39,33,32,16
TP53RK,923,1033,1923,1449,2433,1278,1384,1598,812,1036,473,377
AL031055.1,1,2,3,6,6,6,2,12,0,4,0,0
SLC2A10,85,113,225,173,206,177,149,176,77,120,56,26
EYA2,304,407,666,544,911,480,556,760,355,480,279,138
AL354766.2,1,6,4,2,4,4,3,2,2,0,0,0
ZMYND8,1427,1531,2739,2194,3772,2362,2383,3159,1752,1765,1149,791
AL031666.2,2,0,0,0,0,2,0,0,2,0,0,0
AL031666.3,0,6,0,0,1,0,0,0,0,0,1,0
AL031666.1,0,0,0,4,2,0,0,4,0,2,0,2
LINC01754,0,0,0,0,0,0,0,0,0,0,0,0
NCOA3,879,862,2109,1483,2270,1476,1542,1707,923,873,596,428
SULF2,1725,1691,3433,2403,4282,2629,2839,3782,1900,1860,1116,866
AL354813.1,3,1,2,4,7,3,2,6,0,0,0,0
AL357558.2,0,0,0,0,0,4,0,0,0,0,0,0
AL357558.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357558.3,6,4,0,6,0,0,2,1,0,0,0,2
LINC01522,1,0,4,4,2,4,4,6,2,6,0,2
LINC01523,0,0,0,0,0,0,0,0,0,0,0,0
AL139351.2,0,0,0,0,0,1,0,0,0,0,0,0
AL139351.3,0,0,0,0,0,0,0,0,0,0,0,0
AL139351.1,0,0,0,0,0,0,0,0,0,0,0,0
AL136102.1,0,0,0,0,0,0,0,0,0,0,0,0
AL121888.2,0,0,0,0,0,0,0,4,0,0,0,0
AL121888.1,0,0,0,0,0,0,0,0,0,2,0,0
LINC00494,4,0,10,2,0,5,2,4,0,0,2,2
AL137078.1,0,0,0,0,0,0,0,0,0,0,0,0
AL137078.2,0,0,0,0,0,0,0,0,0,0,0,0
AL049541.1,0,0,0,0,0,0,0,0,0,0,0,0
AL049541.2,0,0,0,0,0,0,0,0,0,0,0,0
PREX1,358,359,604,356,591,457,409,516,240,263,128,127
AL035106.1,0,2,0,0,0,0,2,0,0,0,0,0
AL133342.1,3,2,4,1,12,8,8,3,1,0,0,0
ARFGEF2,1815,1737,3963,3147,4736,2844,2667,2869,1705,1534,929,691
CSE1L-AS1,1,0,5,0,7,1,3,5,3,0,0,0
CSE1L,14697,14119,27681,24731,34497,21056,21782,25768,13352,15430,9332,6579
STAU1,4797,5224,9604,8292,12916,7687,7980,10420,5441,6375,3639,2418
DDX27,2666,3315,5333,4543,6644,4235,4293,5667,2703,3321,1992,1478
ZNFX1,556,670,1079,896,1473,919,871,1037,531,545,370,265
ZFAS1,1985,2401,3530,2457,4020,2336,2639,3521,1737,2408,1078,848
KCNB1,42,23,65,60,75,55,66,85,45,39,30,18
PTGIS,20,15,30,10,36,34,8,36,6,10,10,10
B4GALT5,1565,1593,3132,2839,4205,2226,2242,2821,1484,1561,985,571
SLC9A8,609,639,1081,778,1345,821,706,882,486,533,293,188
SPATA2,483,529,1028,825,1248,725,824,829,541,634,321,214
RNF114,1886,2145,3718,2788,4551,2818,2429,2869,1436,1623,766,655
SNAI1,58,88,116,89,126,55,126,176,64,98,54,36
TRERNA1,0,0,2,0,0,0,0,0,0,0,0,0
UBE2V1,4531,5101,9438,8211,13601,8028,8648,12397,6513,8084,4800,3250
TMEM189,1114,1459,2171,1839,3092,1741,1729,2360,1295,1507,891,597
LINC01275,2,4,11,4,0,2,2,14,4,2,0,2
AL161937.1,0,2,1,0,2,0,0,8,1,0,0,0
LINC01273,18,30,62,39,52,39,42,60,34,25,4,20
CEBPB-AS1,26,29,27,31,31,24,35,38,32,24,8,18
CEBPB,893,1102,1673,1209,1874,1408,1091,1183,605,917,287,266
SMIM25,0,0,0,0,0,0,0,0,0,0,0,0
LINC01270,0,0,8,6,5,3,3,4,3,2,2,2
LINC01271,1,0,0,0,0,0,0,0,0,0,0,0
PTPN1,2418,2711,5090,4086,6439,3833,3765,4900,2446,2786,1599,1077
AL133230.1,3,8,5,2,14,10,9,5,5,2,0,0
RIPOR3,0,6,6,2,9,2,2,8,2,2,0,0
AL353653.1,0,0,0,0,0,0,0,0,0,0,0,0
PARD6B,147,150,358,312,526,334,357,334,161,200,132,89
BCAS4,437,509,848,486,972,463,478,606,296,321,126,136
ADNP,3060,3332,6821,5520,8491,5306,5106,6128,3511,3512,1910,1472
ADNP-AS1,14,15,27,27,41,14,23,25,16,17,10,14
DPM1,1598,1752,3088,2708,4004,2537,2669,3317,1705,2068,994,775
MOCS3,482,514,979,796,1057,648,743,746,368,447,210,194
AL050404.1,0,0,0,0,0,0,0,0,0,0,0,0
KCNG1,572,753,1115,778,1458,832,739,1074,498,577,335,255
NFATC2,14,16,34,40,45,34,34,34,20,28,6,8
ATP9A,1347,1490,2852,2022,3245,2095,2022,2410,1286,1242,820,594
SALL4,35,63,91,60,86,53,63,92,50,52,22,34
LINC01429,1,0,0,4,0,0,0,0,0,0,0,0
ZFP64,1298,1579,2767,2198,3544,2086,2175,2563,1264,1558,783,584
AL109984.1,5,6,22,17,20,14,14,20,12,7,2,1
LINC01524,3,2,2,0,2,0,3,0,0,0,0,2
AL109610.1,0,0,0,0,0,0,0,0,0,0,0,0
AL049765.1,0,0,0,0,0,0,0,0,0,0,0,0
AL031674.1,0,0,0,0,0,0,0,0,0,0,0,0
AL161945.1,0,0,0,0,0,0,0,0,0,0,0,0
AL121902.1,0,0,0,0,0,0,0,0,0,0,0,0
TSHZ2,118,139,262,168,239,225,243,289,138,137,76,58
AL391097.3,0,0,0,0,0,0,0,0,0,0,0,0
AL391097.1,0,2,0,0,0,0,0,0,0,0,0,0
AL391097.2,0,0,0,2,0,0,2,0,0,0,0,0
AL109930.1,0,0,0,0,0,0,0,0,0,0,0,0
AL354993.1,0,6,0,2,4,4,2,2,4,2,2,0
AL354993.2,1,2,2,0,3,3,0,4,3,0,0,0
AL157838.1,1,4,20,7,25,9,17,15,9,9,0,4
ZNF217,781,626,1465,1001,1726,1152,1196,1402,676,793,535,351
AC005808.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005914.1,0,0,0,4,2,2,0,0,0,2,2,0
AC006076.1,0,0,0,0,0,0,0,0,0,0,0,0
BCAS1,17,4,14,14,16,4,12,8,6,12,3,8
AC005220.1,0,0,0,0,0,0,0,0,0,0,0,0
CYP24A1,0,0,2,2,0,0,2,2,0,2,0,0
AL133335.2,0,0,0,0,0,0,0,0,0,0,0,0
PFDN4,972,1107,1935,1569,2565,1506,1668,2779,1341,1600,798,677
AL133335.1,0,0,0,0,2,0,0,0,0,0,0,0
